c5f6763e:00000000:8088d1e4b2013f98   yfheadNose_TipWide
c5f6763e:00000000:6b467385f0f7245d   alheadEyes_LidLowLower
c5f6763e:00000000:089ff06404a6257b   adheadModifier_Nose_Large
c5f6763e:00000000:2bceb4bc04b9bec8   alheadModifier_Eyes_Small
c5f6763e:00000000:0888b05904f5d116   alheadModifier_Feet_Small
c5f6763e:00000000:4d2eece8af93f7a8   acheadModifier_Eyes_Pupil
c5f6763e:00000000:bc32d87c0546629a   adheadModifier_Jaw_Square
c5f6763e:00000000:853b7955781779bd   adheadModifier_Ears_Narrow
c5f6763e:00000000:f4fbbaebb0ace719   adheadTail_Short
c5f6763e:00000000:48cd32ffb0b4ffbe   adheadModifier_Tail_Thin
c5f6763e:00000000:7eaa098e063cbadd   alheadModifier_ForeLegs_Thick
c5f6763e:00000000:16735684067c82db   acheadModifier_Nose_Heart
c5f6763e:00000000:80b8805547a50f39   adheadModifier_Nose_Move_In
c5f6763e:00000000:80b8845547a51653   adheadModifier_Nose_Move_Up
c5f6763e:00000000:8548dcbc06c263f8   acheadModifier_Head_Round
c5f6763e:00000000:b2dd690f7975f4d6   alheadModifier_Head_SkullSplit
c5f6763e:00000000:ab90418db1dfe716   alheadModifier_Tail_Thin
c5f6763e:00000000:485f89acf50f9f95   acheadModifier_Ears_Long
c5f6763e:00000000:2ac8a1f3b1ecd776   adheadModifier_Muzzle_Teeth
c5f6763e:00000000:7ecc937cb28443f4   adheadModifier_Head_Small
c5f6763e:00000000:f21f24d47a6a72ce   alheadModifier_Ears_Short
c5f6763e:00000000:f1c82bf6483c333b   adheadModifier_Nose_BridgeOut
c5f6763e:00000000:bf4854e007d36b62   alheadModifier_Chest_Deep
c5f6763e:00000000:9b4da9204986abc3   alheadModifier_Nose_FlareTop
c5f6763e:00000000:8c059538b46a3b96   acheadTail_Short
c5f6763e:00000000:5d52113fb4915d95   adheadModifier_Brows_InnerUp
c5f6763e:00000000:b94f2d79b4be3eb0   adheadModifier_Nose_Move_Down
c5f6763e:00000000:be2be87b4b929f39   adheadModifier_Muzzle_Flat
c5f6763e:00000000:3e08b402f57475bf   acheadModifier_Eyes_WideSet
c5f6763e:00000000:bacfaad6f594b199   adheadModifier_Muzzle_MouthCornersDown
c5f6763e:00000000:0dd049d77b6d9594   alheadModifier_HindLegs_Thick
c5f6763e:00000000:ab7125a9b5ffddc5   acheadModifier_Nose_Down
c5f6763e:00000000:42b354ccb611fe59   alheadModifier_Muzzle_Tall
c5f6763e:00000000:75f6a68a0b42debd   adheadModifier_Ears_Small
c5f6763e:00000000:86f3d753f73c44f0   acheadModifier_Ears_Top
c5f6763e:00000000:332f59170c8dc1ce   acheadModifier_Ears_RotateOut
c5f6763e:00000000:83e005c6f89d680f   adheadModifier_Head_Lean
c5f6763e:00000000:dd9811cd0d832ed1   alheadModifier_Muzzle_Flat
c5f6763e:00000000:45962e250db3abdc   adheadModifier_Nose_BridgeIn
c5f6763e:00000000:b98d77ccf8b44c4c   alheadModifier_Muzzle_Jowl
c5f6763e:00000000:8406b4d2f8f6ef5d   adheadForeLegs_StanceNarrow
c5f6763e:00000000:9e58e1b0f8f87085   adheadModifier_Neck_Thick
c5f6763e:00000000:b5b2045af92ebb0d   alheadForeLegs_StanceWide
c5f6763e:00000000:e4c9e06c7d069eec   adheadModifier_Brows_OuterUp
c5f6763e:00000000:b3a88ec2fa12969d   acheadModifier_Head_Small
c5f6763e:00000000:7c476fb3fa1b65e6   alheadModifier_Ears_EarsUp_RotateOut
c5f6763e:00000000:e73978d90ec70131   alheadModifier_Muzzle_MouthCornersDown
c5f6763e:00000000:830f13307d9bd2d2   adheadHindLegs_StanceNarrow
c5f6763e:00000000:77d78afa4dfbd762   adheadModifier_Feet_Large
c5f6763e:00000000:cb879b184ef8de5c   alheadModifier_Head_Full
c5f6763e:00000000:3a2faa18fa8e4b83   alheadModifier_Nose_Wide
c5f6763e:00000000:37eedc17fb4736e6   alheadModifier_Head_Wide
c5f6763e:00000000:df2809397e763fb3   acheadEyes_Walleye
c5f6763e:00000000:6911efc34feedc1d   alheadModifier_Brows_InnerUp
c5f6763e:00000000:188cd97b509a5199   adheadModifier_Ears_Side
c5f6763e:00000000:f121e1341150d61e   acheadModifier_Muzzle_Narrow
c5f6763e:00000000:32b2a77dfb6bc355   acheadModifier_Eyes_Bulge
c5f6763e:00000000:06b2332711a018b0   adheadModifier_Eyes_Bulge
c5f6763e:00000000:df308e04515cc263   acheadModifier_Feet_Small
c5f6763e:00000000:5c153389fca1a756   adheadModifier_Ears_Short
c5f6763e:00000000:67b8337e80fa46a1   acheadModifier_Muzzle_Long
c5f6763e:00000000:8286e6aa15ea8798   adheadModifier_Nose_BridgeNarrow
c5f6763e:00000000:5be1f775ffe9091f   acheadModifier_Head_Pointy
c5f6763e:00000000:d061395e81fbedea   alheadHindLegs_StanceNarrow
c5f6763e:00000000:f923d219822b42d6   alheadModifier_Muzzle_MouthCornersUp
c5f6763e:00000000:0aecd133828b21d3   alheadModifier_Nose_BridgeOut
c5f6763e:00000000:b61a63165464929c   alheadModifier_Head_SkullPoint
c5f6763e:00000000:5ab4b36583016877   acheadModifier_Muzzle_Short
c5f6763e:00000000:d465db3b55ecb187   adheadModifier_ForeLegs_Thin
c5f6763e:00000000:cf12b12f562d964a   adheadModifier_Muzzle_Short
c5f6763e:00000000:2371be7b842cc574   adheadModifier_Muzzle_Jowl
c5f6763e:00000000:37daa76b8593d1eb   alheadModifier_Ears_EarsUp_RotateIn
c5f6763e:00000000:ecc8e7d4577b8868   acheadModifier_LowerLeg_Thin
c5f6763e:00000000:65bdc97d57d8c030   acheadModifier_Nose_In
c5f6763e:00000000:65bdd57d57d8d4b2   acheadModifier_Nose_Up
c5f6763e:00000000:0b5ca7d4887fb125   alheadModifier_Ears_Small
c5f6763e:00000000:670613df89fe7c88   alheadModifier_HindLegs_Thin
c5f6763e:00000000:d3361eca1b31691d   acheadModifier_Muzzle_Underbite
c5f6763e:00000000:e158f15258a2b3df   acheadModifier_Nose_BridgeWide
c5f6763e:00000000:92c551b058c44b7f   acheadModifier_Brows_OuterUp
c5f6763e:00000000:d1fa406a58d81089   acheadModifier_Muzzle_MouthCornersUp
c5f6763e:00000000:371c4a7358ddfab2   acheadModifier_Ears_Convex
c5f6763e:00000000:40193e361cd731f0   alheadModifier_Body_BackArch
c5f6763e:00000000:4907604e1d151f05   acheadHead_Large
c5f6763e:00000000:74b2fa181dbba8e7   alheadModifier_Head_Lean
c5f6763e:00000000:ea62d8528b58ac61   acheadModifier_Neck_Short
c5f6763e:00000000:07165d0e5ab2942e   adheadModifier_Head_SkullSplit
c5f6763e:00000000:bc224f125ae610e2   acheadModifier_Eyes_Recede
c5f6763e:00000000:360eb88b5b764456   adheadModifier_Body_Large
c5f6763e:00000000:acf412478c3be469   acheadModifier_UpperBody_Small
c5f6763e:00000000:910478f08c98f1bf   adheadModifier_Eyes_TiltIn
c5f6763e:00000000:b6c3bc568cb8a632   adheadModifier_Eyes_Narrow
c5f6763e:00000000:aeffd537208eca4c   adheadModifier_HindLegs_Thick
c5f6763e:00000000:f1366af720b1b498   adheadModifier_Eyes_Large
c5f6763e:00000000:c63410685c5ac229   alheadModifier_Eyes_Recede
c5f6763e:00000000:accbbc905cf89eaa   alheadModifier_Eyes_TiltOut
c5f6763e:00000000:b5dbb22e219a92b7   acheadModifier_Head_Full
c5f6763e:00000000:bd4a7aa3223973c0   acheadModifier_Nose_Convex
c5f6763e:00000000:4d2f75865df8a098   alheadModifier_Nose_BridgeWide
c5f6763e:00000000:b7653bcc5e467471   alheadModifier_Ears_Top
c5f6763e:00000000:704763e48ec0081a   alheadEyes_Crosseye
c5f6763e:00000000:35b2fb7b8ec787b1   adheadModifier_Muzzle_Tall
c5f6763e:00000000:8303bc62900ad2bb   acheadEyes_LidUpLower
c5f6763e:00000000:4411d62024e25ab1   adheadModifier_Muzzle_Narrow
c5f6763e:00000000:f80133e45f32e250   acheadModifier_Ears_Large
c5f6763e:00000000:aff18f355f606ad7   alheadModifier_Nose_FlareBottom
c5f6763e:00000000:cb2b7d2925993e10   adheadEyes_Walleye
c5f6763e:00000000:294d4b005fd4479e   acheadModifier_Ears_Concave
c5f6763e:00000000:85aab43324b444bb   adheadModifier_Nose_FlareTop
c5f6763e:00000000:d5e3ff3c2862ba93   adheadModifier_Eyes_Down
c5f6763e:00000000:83f4e78e2725d2a5   adheadModifier_Jaw_Underbite
c5f6763e:00000000:f01ac7462769c621   adheadModifier_Nose_Pointy
c5f6763e:00000000:6aca9eea2a88babf   adheadModifier_Nose_FlareBottom
c5f6763e:00000000:dc4306442aa56a51   alheadModifier_Ears_Side
c5f6763e:00000000:0ba016b62cbda37f   alheadModifier_ForeLegs_Thin
c5f6763e:00000000:24d73ecb2a1a0f99   alheadModifier_Jaw_Round
c5f6763e:00000000:36d8e73d2a58bf39   adheadModifier_Head_CrownDome
c5f6763e:00000000:e318a95f2e71e775   alheadForeLegs_StanceNarrow
c5f6763e:00000000:4babbd0e2b82fb88   acheadModifier_Ears_Small
c5f6763e:00000000:5ecc274e2e9692bd   acheadModifier_Eyes_Large
c5f6763e:00000000:087322639199bc51   adheadModifier_Eyes_Recede
c5f6763e:00000000:60baab1891cf6bcf   acheadModifier_Nose_BridgeNarrow
c5f6763e:00000000:93772bd39219658c   alheadModifier_Eyes_Up
c5f6763e:00000000:85af3450923c3dce   adheadModifier_Ears_EarsUp_RotateOut
c5f6763e:00000000:f3c6158030b78fa0   alheadModifier_Nose_Move_Out
c5f6763e:00000000:7eb853b460a06ddb   alheadModifier_Nose_Move_Up
c5f6763e:00000000:e127c67d32494c50   adheadModifier_Nose_BridgeWide
c5f6763e:00000000:7eb85fb460a08261   alheadModifier_Nose_Move_In
c5f6763e:00000000:47e2f85a92a54905   adheadModifier_Ears_Large
c5f6763e:00000000:17a7457260bb69fa   adheadModifier_Chest_Deep
c5f6763e:00000000:73559f1c60c4c257   adheadEars_Back
c5f6763e:00000000:15175f4260d53b6d   alheadModifier_Neck_Thick
c5f6763e:00000000:44eeb22f32e96814   alheadModifier_Nose_BridgeIn
c5f6763e:00000000:924b5318616f47cc   adheadModifier_Head_Large
c5f6763e:00000000:eea3bb3c61a3ef82   adheadEyes_Crosseye
c5f6763e:00000000:494d413d351f0d75   adheadModifier_Head_CrownFlat
c5f6763e:00000000:3afac1d761c46ead   adheadModifier_Chest_Small
c5f6763e:00000000:1c4550fc6574e63a   alheadModifier_Body_Small
c5f6763e:00000000:357c4c7e65042f3e   acheadModifier_Muzzle_Flat
c5f6763e:00000000:3c435d7b65228245   adheadModifier_Ears_Wide
c5f6763e:00000000:ff07401f638d8782   alheadModifier_Body_Fit
c5f6763e:00000000:ff07481f638d95fa   alheadModifier_Body_Fat
c5f6763e:00000000:b103eddb943f9262   acheadModifier_LowerBody_Small
c5f6763e:00000000:de317a639448c0f7   acheadModifier_Feet_Large
c5f6763e:00000000:80ecc706944f7079   alheadModifier_Muzzle_Narrow
c5f6763e:00000000:7a07eb019718a5a2   acheadModifier_Head_Indent
c5f6763e:00000000:12791e3e97c64849   alheadModifier_Nose_Pointy
c5f6763e:00000000:7e95b92398071a69   adheadModifier_Ears_Top
c5f6763e:00000000:f8613cbf9aad2ed1   acheadModifier_Tail_Thin
c5f6763e:00000000:451dd8a196c44bf5   acheadEyes_LidUpHigher
c5f6763e:00000000:4eb4687b9caaa589   adheadModifier_Muzzle_Wide
c5f6763e:00000000:3463b1039bb946fa   adheadModifier_Ears_EarsDown_Mod
c5f6763e:00000000:8c3fe01e9ec92f95   alheadModifier_Chest_Small
c5f6763e:00000000:5e8a2ee8bd729138   adheadModifier_Nose_Move_Out
c5f6763e:00000000:344edd3ab9f5ae22   adheadModifier_Body_Fat
c5f6763e:00000000:344ee53ab9f5bb9a   adheadModifier_Body_Fit
c5f6763e:00000000:2aaeadd3be703512   adheadModifier_Body_Small
c5f6763e:00000000:15ab5343ba56d072   alheadModifier_Ears_Long
c5f6763e:00000000:7d586924bc8b6a47   acheadModifier_Eyes_Up
c5f6763e:00000000:3f8e7f4dc1be10ca   acheadModifier_Body_Skinny
c5f6763e:00000000:277cd632bf383764   acheadModifier_Nose_Concave
c5f6763e:00000000:025b9ba1c04cd08a   alheadModifier_Eyes_Wide
c5f6763e:00000000:26ed9f67c32af08e   alheadEyes_LidUpLower
c5f6763e:00000000:ec4dcac8c71551ea   alheadHindLegs_StanceWide
c5f6763e:00000000:5be50187c4626ac2   alheadModifier_Jaw_Square
c5f6763e:00000000:5beab1ccc42290e1   alheadModifier_Muzzle_Wide
c5f6763e:00000000:e0b84d47c42b9925   adheadModifier_Brows_Forward
c5f6763e:00000000:4f8493c0c57fd020   acheadModifier_Head_Correction
c5f6763e:00000000:642eb398c5b65b90   adheadModifier_Eyes_Small
c5f6763e:00000000:a9f47495c78ee78f   alheadModifier_Nose_Small
c5f6763e:00000000:2b400ed9c5e4cc3c   acheadLowerLeg_StanceWide
c5f6763e:00000000:94a598fec7d5fe42   adheadHindLegs_StanceWide
c5f6763e:00000000:eac3dc1ec99af433   adheadModifier_Ears_EarsUp_RotateIn
c5f6763e:00000000:9cf04582cbedb90a   alheadEyes_LidUpHigher
c5f6763e:00000000:b5f212dac9463d89   alheadModifier_Ears_EarsUp_TipFlop
c5f6763e:00000000:8122466dcb3f8717   alheadModifier_Eyes_TiltIn
c5f6763e:00000000:f150c67bcb714dda   adheadModifier_Ears_Long
c5f6763e:00000000:03b64aacce595c8b   acheadModifier_Ears_Down
c5f6763e:00000000:dce210dcd0b2f733   alheadModifier_Nose_Narrow
c5f6763e:00000000:394e3a17d38ec672   adheadEyes_LidUpHigher
c5f6763e:00000000:7f569815d264a4ad   alheadModifier_Ears_Large
c5f6763e:00000000:ba691593d4469fbf   acheadModifier_Tail_Thick
c5f6763e:00000000:1c3b95a2d55f3d0a   acheadModifier_Nose_Large
c5f6763e:00000000:87e02314d387d1b4   acheadLowerLeg_StanceNarrow
c5f6763e:00000000:6c485ec3d8dd86ce   adheadModifier_Head_Narrow
c5f6763e:00000000:44082c3dd8996033   acheadModifier_Ears_RotateIn
c5f6763e:00000000:30ec0406d8c06e01   alheadModifier_Head_CrownDome
